Location ID,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
2,42682,214,25015,2, , 
3,42682,266,31488,1,8751.436056, 
4,42682,700,63911,5, , 
5,42682,676,44245,9, , 
6,42682,816,48666,12, , 
7,42682,976,72446,7, , 
8,42682,854,38414,3, , 
11,42682,1886,42483,14, , 
12,42682,541,29920,7, , 
1,42681,3459,79997,20, , 
2,42681,212,25015,1, , 
3,42681,265,31488,1, , 
4,42681,695,63911,2, , 
5,42681,667,44245,5, , 
6,42681,804,48666,14, , 
7,42681,969,72446,9, , 
8,42681,851,38414,1, , 
11,42681,1872,42483,1, , 
12,42681,534,29920,0, , 
1,42680,3439,79997,23, , 
2,42680,211,25015,6, , 
3,42680,264,31488,0, , 
4,42680,693,63911,5, , 
5,42680,662,44245,4, , 
6,42680,790,48666,6, , 
7,42680,960,72446,9, , 
8,42680,850,38414,1, , 
11,42680,1871,42483,9, , 
12,42680,534,29920,1, , 
1,42679,3416,79997,28, , 
2,42679,205,25015,3, , 
3,42679,264,31488,2, , 
4,42679,688,63911,8, , 
5,42679,658,44245,7, , 
6,42679,784,48666,7, , 
7,42679,951,72446,5, , 
8,42679,849,38414,11, , 
11,42679,1862,42483,14, , 
12,42679,533,29920,6, , 
1,42678,3388,79997,21, , 
2,42678,202,25015,0, , 
3,42678,262,31488,4, , 
4,42678,680,63911,4, , 
5,42678,651,44245,7, , 
6,42678,777,48666,3, , 
7,42678,946,72446,9, , 
8,42678,838,38414,9, , 
11,42678,1848,42483,14, , 
12,42678,527,29920,9, , 
1,42677,3367,79997,27, , 
2,42677,202,25015,0, , 
3,42677,258,31488,0, , 
4,42677,676,63911,9, , 
5,42677,644,44245,3, , 
6,42677,774,48666,6, , 
7,42677,937,72446,3, , 
8,42677,829,38414,5, , 
11,42677,1834,42483,12, , 
12,42677,518,29920,2, , 
1,42676,3340,79997,17, , 
2,42676,202,25015,0, , 
3,42676,258,31488,1, , 
4,42676,667,63911,1, , 
5,42676,641,44245,1, , 
6,42676,768,48666,0, , 
7,42676,934,72446,2, , 
8,42676,824,38414,1, , 
11,42676,1822,42483,11, , 
12,42676,516,29920,8, , 
1,42675,3323,79997,13, , 
2,42675,202,25015,1, , 
3,42675,257,31488,3,14825.86548, 
4,42675,666,63911,6, , 
5,42675,640,44245,2, , 
6,42675,768,48666,5, , 
7,42675,932,72446,4, , 
8,42675,823,38414,1, , 
11,42675,1811,42483,9, , 
12,42675,508,29920,10, , 
1,42674,3310,79997,20, , 
2,42674,201,25015,1, , 
3,42674,254,31488,1, , 
4,42674,660,63911,4, , 
5,42674,638,44245,1, , 
6,42674,763,48666,6, , 
7,42674,928,72446,5, , 
8,42674,822,38414,2, , 
11,42674,1802,42483,3, , 
12,42674,498,29920,1, , 
1,42673,3290,79997,17, , 
2,42673,200,25015,0, , 
3,42673,253,31488,1, , 
4,42673,656,63911,6, , 
5,42673,637,44245,2, , 
6,42673,757,48666,4, , 
7,42673,923,72446,4, , 
8,42673,820,38414,3, , 
11,42673,1799,42483,4, , 
12,42673,497,29920,4, , 
1,42672,3273,79997,32, , 
2,42672,200,25015,6, , 
3,42672,252,31488,2,4216.396992, 
4,42672,650,63911,7, , 
5,42672,635,44245,0, , 
6,42672,753,48666,6, , 
7,42672,919,72446,4, , 
8,42672,817,38414,4, , 
11,42672,1795,42483,9, , 
12,42672,493,29920,4, , 
1,42671,3241,79997,33, , 
2,42671,194,25015,1, , 
3,42671,250,31488,1, , 
4,42671,643,63911,1, , 
5,42671,635,44245,3, , 
6,42671,747,48666,2, , 
7,42671,915,72446,2, , 
8,42671,813,38414,6, , 
11,42671,1786,42483,7, , 
12,42671,489,29920,7, , 
1,42670,3208,79997,22, , 
2,42670,193,25015,4, , 
3,42670,249,31488,1, , 
4,42670,642,63911,4, , 
5,42670,632,44245,0, , 
6,42670,745,48666,12, , 
7,42670,913,72446,8, , 
8,42670,807,38414,0, , 
11,42670,1779,42483,6, , 
12,42670,482,29920,7, , 
1,42669,3186,79997,11, , 
2,42669,189,25015,0, , 
3,42669,248,31488,1, , 
4,42669,638,63911,3, , 
5,42669,632,44245,2, , 
6,42669,733,48666,2, , 
7,42669,905,72446,0, , 
8,42669,807,38414,2, , 
11,42669,1773,42483,11, , 
12,42669,475,29920,4, , 
1,42668,3175,79997,5, , 
2,42668,189,25015,2, , 
3,42668,247,31488,0,8692.441824, 
4,42668,635,63911,2, , 
5,42668,630,44245,5, , 
6,42668,731,48666,6, , 
7,42668,905,72446,5, , 
8,42668,805,38414,2, , 
11,42668,1762,42483,10, , 
12,42668,471,29920,6, , 
1,42667,3170,79997,17, , 
2,42667,187,25015,2, , 
3,42667,247,31488,0, , 
4,42667,633,63911,6, , 
5,42667,625,44245,6, , 
6,42667,725,48666,1, , 
7,42667,900,72446,4, , 
8,42667,803,38414,2, , 
11,42667,1752,42483,4, , 
12,42667,465,29920,4, , 
1,42666,3153,79997,36, , 
2,42666,185,25015,0, , 
3,42666,247,31488,0, , 
4,42666,627,63911,1, , 
5,42666,619,44245,2, , 
6,42666,724,48666,2, , 
7,42666,896,72446,10, , 
8,42666,801,38414,5, , 
11,42666,1748,42483,15, , 
12,42666,461,29920,0, , 
1,42665,3117,79997,25, , 
2,42665,185,25015,2, , 
3,42665,247,31488,0,2583.593808, 
4,42665,626,63911,3, , 
5,42665,617,44245,0, , 
6,42665,722,48666,3, , 
7,42665,886,72446,3, , 
8,42665,796,38414,2, , 
11,42665,1733,42483,6, , 
12,42665,461,29920,1, , 
1,42664,3092,79997,17, , 
2,42664,183,25015,2, , 
3,42664,247,31488,0, , 
4,42664,623,63911,2, , 
5,42664,617,44245,3, , 
6,42664,719,48666,2, , 
7,42664,883,72446,13, , 
8,42664,794,38414,6, , 
11,42664,1727,42483,11, , 
12,42664,460,29920,3, , 
1,42663,3075,79997,14, , 
2,42663,181,25015,5, , 
3,42663,247,31488,0, , 
4,42663,621,63911,5, , 
5,42663,614,44245,2, , 
6,42663,717,48666,1, , 
7,42663,870,72446,2, , 
8,42663,788,38414,1, , 
11,42663,1716,42483,6, , 
12,42663,457,29920,6, , 
1,42662,3061,79997,11, , 
2,42662,176,25015,1, , 
3,42662,247,31488,0, , 
4,42662,616,63911,4, , 
5,42662,612,44245,3, , 
6,42662,716,48666,13, , 
7,42662,868,72446,9, , 
8,42662,787,38414,5, , 
11,42662,1710,42483,13, , 
12,42662,451,29920,5, , 
1,42661,3050,79997,14, , 
2,42661,175,25015,1, , 
3,42661,247,31488,0, , 
4,42661,612,63911,5, , 
5,42661,609,44245,5, , 
6,42661,703,48666,7, , 
7,42661,859,72446,14, , 
8,42661,782,38414,1, , 
11,42661,1697,42483,16, , 
12,42661,446,29920,2, , 
1,42660,3036,79997,17, , 
2,42660,174,25015,0, , 
3,42660,247,31488,0, , 
4,42660,607,63911,4, , 
5,42660,604,44245,1, , 
6,42660,696,48666,1, , 
7,42660,845,72446,5, , 
8,42660,781,38414,0, , 
11,42660,1681,42483,5, , 
12,42660,444,29920,0, , 
1,42659,3019,79997,25, , 
2,42659,174,25015,0, , 
3,42659,247,31488,3, , 
4,42659,603,63911,10, , 
5,42659,603,44245,3, , 
6,42659,695,48666,1, , 
7,42659,840,72446,8, , 
8,42659,781,38414,2, , 
11,42659,1676,42483,22, , 
12,42659,444,29920,5, , 
1,42658,2994,79997,6, , 
2,42658,174,25015,-1, , 
3,42658,244,31488,0, , 
4,42658,593,63911,6, , 
5,42658,600,44245,0, , 
6,42658,694,48666,6, , 
7,42658,832,72446,2, , 
8,42658,779,38414,3, , 
11,42658,1654,42483,16, , 
12,42658,439,29920,3, , 
1,42657,2988,79997,20, , 
2,42657,175,25015,0, , 
3,42657,244,31488,1, , 
4,42657,587,63911,1, , 
5,42657,600,44245,1, , 
6,42657,688,48666,1, , 
7,42657,830,72446,0, , 
8,42657,776,38414,3, , 
11,42657,1638,42483,15, , 
12,42657,436,29920,3, , 
1,42656,2968,79997,10, , 
2,42656,175,25015,0, , 
3,42656,243,31488,0, , 
4,42656,586,63911,3, , 
5,42656,599,44245,0, , 
6,42656,687,48666,0, , 
7,42656,830,72446,0, , 
8,42656,773,38414,5, , 
11,42656,1623,42483,9, , 
12,42656,433,29920,0, , 
1,42655,2958,79997,12, , 
2,42655,175,25015,2, , 
3,42655,243,31488,0, , 
4,42655,583,63911,3, , 
5,42655,599,44245,1, , 
6,42655,687,48666,2, , 
7,42655,830,72446,2, , 
8,42655,768,38414,1, , 
11,42655,1614,42483,12, , 
12,42655,433,29920,4, , 
1,42654,2946,79997,15, , 
2,42654,173,25015,3, , 
3,42654,243,31488,1, , 
4,42654,580,63911,3, , 
5,42654,598,44245,3, , 
6,42654,685,48666,2, , 
7,42654,828,72446,2, , 
8,42654,767,38414,2, , 
11,42654,1602,42483,16, , 
12,42654,429,29920,2, , 
1,42653,2931,79997,14, , 
2,42653,170,25015,0, , 
3,42653,242,31488,-1, , 
4,42653,577,63911,2, , 
5,42653,595,44245,0, , 
6,42653,683,48666,4, , 
7,42653,826,72446,1, , 
8,42653,765,38414,1, , 
11,42653,1586,42483,5, , 
12,42653,427,29920,1, , 
1,42652,2917,79997,27, , 
2,42652,170,25015,0, , 
3,42652,243,31488,0, , 
4,42652,575,63911,1, , 
5,42652,595,44245,1, , 
6,42652,679,48666,0, , 
7,42652,825,72446,13, , 
8,42652,764,38414,1, , 
11,42652,1581,42483,11, , 
12,42652,426,29920,2, , 
1,42651,2890,79997,13, , 
2,42651,170,25015,0, , 
3,42651,243,31488,0, , 
4,42651,574,63911,3, , 
5,42651,594,44245,2, , 
6,42651,679,48666,6, , 
7,42651,812,72446,4, , 
8,42651,763,38414,6, , 
11,42651,1570,42483,11, , 
12,42651,424,29920,4, , 
1,42650,2877,79997,22, , 
2,42650,170,25015,0, , 
3,42650,243,31488,2, , 
4,42650,571,63911,1, , 
5,42650,592,44245,3, , 
6,42650,673,48666,2, , 
7,42650,808,72446,11, , 
8,42650,757,38414,6, , 
11,42650,1559,42483,10, , 
12,42650,420,29920,3, , 
1,42649,2855,79997,10, , 
2,42649,170,25015,0, , 
3,42649,241,31488,1, , 
4,42649,570,63911,0, , 
5,42649,589,44245,2, , 
6,42649,671,48666,3, , 
7,42649,797,72446,4, , 
8,42649,751,38414,2, , 
11,42649,1549,42483,7, , 
12,42649,417,29920,0, , 
1,42648,2845,79997,25, , 
2,42648,170,25015,0, , 
3,42648,240,31488,2, , 
4,42648,570,63911,1, , 
5,42648,587,44245,7, , 
6,42648,668,48666,1, , 
7,42648,793,72446,2, , 
8,42648,749,38414,5, , 
11,42648,1542,42483,14, , 
12,42648,417,29920,4, , 
1,42647,2820,79997,10, , 
2,42647,170,25015,0, , 
3,42647,238,31488,0, , 
4,42647,569,63911,4, , 
5,42647,580,44245,2, , 
6,42647,667,48666,3, , 
7,42647,791,72446,3, , 
8,42647,744,38414,11, , 
11,42647,1528,42483,14, , 
12,42647,413,29920,4, , 
1,42646,2810,79997,24, , 
2,42646,170,25015,1, , 
3,42646,238,31488,0, , 
4,42646,565,63911,1, , 
5,42646,578,44245,2, , 
6,42646,664,48666,1, , 
7,42646,788,72446,3, , 
8,42646,733,38414,4, , 
11,42646,1514,42483,6, , 
12,42646,409,29920,1, , 
1,42645,2786,79997,15, , 
2,42645,169,25015,0, , 
3,42645,238,31488,0, , 
4,42645,564,63911,2, , 
5,42645,576,44245,2, , 
6,42645,663,48666,1, , 
7,42645,785,72446,1, , 
8,42645,729,38414,4, , 
11,42645,1508,42483,9, , 
12,42645,408,29920,2, , 
1,42644,2771,79997,21, , 
2,42644,169,25015,0, , 
3,42644,238,31488,0, , 
4,42644,562,63911,1, , 
5,42644,574,44245,4, , 
6,42644,662,48666,1, , 
7,42644,784,72446,6, , 
8,42644,725,38414,4, , 
11,42644,1499,42483,5, , 
12,42644,406,29920,3, , 
1,42643,2750,79997,28, , 
2,42643,169,25015,3, , 
3,42643,238,31488,2, , 
4,42643,561,63911,2, , 
5,42643,570,44245,3, , 
6,42643,661,48666,2, , 
7,42643,778,72446,1, , 
8,42643,721,38414,10, , 
11,42643,1494,42483,13, , 
12,42643,403,29920,2, , 
1,42642,2722,79997,13, , 
2,42642,166,25015,1, , 
3,42642,236,31488,0, , 
4,42642,559,63911,1, , 
5,42642,567,44245,1, , 
6,42642,659,48666,2, , 
7,42642,777,72446,2, , 
8,42642,711,38414,7, , 
11,42642,1481,42483,12, , 
12,42642,401,29920,3, , 
1,42641,2709,79997,9, , 
2,42641,165,25015,2, , 
3,42641,236,31488,1, , 
4,42641,558,63911,1, , 
5,42641,566,44245,2, , 
6,42641,657,48666,1, , 
7,42641,775,72446,2, , 
8,42641,704,38414,8, , 
11,42641,1469,42483,12, , 
12,42641,398,29920,2, , 
1,42640,2700,79997,13, , 
2,42640,163,25015,2, , 
3,42640,235,31488,0, , 
4,42640,557,63911,1, , 
5,42640,564,44245,0, , 
6,42640,656,48666,2, , 
7,42640,773,72446,3, , 
8,42640,696,38414,5, , 
11,42640,1457,42483,6, , 
12,42640,396,29920,4, , 
1,42639,2687,79997,9, , 
2,42639,161,25015,2, , 
3,42639,235,31488,1, , 
4,42639,556,63911,1, , 
5,42639,564,44245,2, , 
6,42639,654,48666,2, , 
7,42639,770,72446,2, , 
8,42639,691,38414,1, , 
11,42639,1451,42483,6, , 
12,42639,392,29920,0, , 
1,42638,2678,79997,24, , 
2,42638,159,25015,2, , 
3,42638,234,31488,1, , 
4,42638,555,63911,0, , 
5,42638,562,44245,2, , 
6,42638,652,48666,6, , 
7,42638,768,72446,5, , 
8,42638,690,38414,4, , 
11,42638,1445,42483,7, , 
12,42638,392,29920,2, , 
1,42637,2654,79997,0, , 
2,42637,157,25015,1, , 
3,42637,233,31488,1, , 
4,42637,555,63911,1, , 
5,42637,560,44245,1, , 
6,42637,646,48666,3, , 
7,42637,763,72446,2, , 
8,42637,686,38414,8, , 
11,42637,1438,42483,19, , 
12,42637,390,29920,9, , 
1,42636,2654,79997,23, , 
2,42636,156,25015,0, , 
3,42636,232,31488,2, , 
4,42636,554,63911,2, , 
5,42636,559,44245,1, , 
6,42636,643,48666,3, , 
7,42636,761,72446,0, , 
8,42636,678,38414,11, , 
11,42636,1419,42483,12, , 
12,42636,381,29920,8, , 
1,42635,2631,79997,10, , 
2,42635,156,25015,2, , 
3,42635,230,31488,1, , 
4,42635,552,63911,0, , 
5,42635,558,44245,4, , 
6,42635,640,48666,9, , 
7,42635,761,72446,5, , 
8,42635,667,38414,2, , 
11,42635,1407,42483,9, , 
12,42635,373,29920,7, , 
1,42634,2621,79997,15, , 
2,42634,154,25015,0, , 
3,42634,229,31488,1, , 
4,42634,552,63911,0, , 
5,42634,554,44245,0, , 
6,42634,631,48666,0, , 
7,42634,756,72446,5, , 
8,42634,665,38414,5, , 
11,42634,1398,42483,12, , 
12,42634,366,29920,5, , 
1,42633,2606,79997,6, , 
2,42633,154,25015,0, , 
3,42633,228,31488,0, , 
4,42633,552,63911,1, , 
5,42633,554,44245,2, , 
6,42633,631,48666,3, , 
7,42633,751,72446,2, , 
8,42633,660,38414,11, , 
11,42633,1386,42483,16, , 
12,42633,361,29920,8, , 
1,42632,2600,79997,12, , 
2,42632,154,25015,0, , 
3,42632,228,31488,1, , 
4,42632,551,63911,4, , 
5,42632,552,44245,3, , 
6,42632,628,48666,2, , 
7,42632,749,72446,1, , 
8,42632,649,38414,1, , 
11,42632,1370,42483,12, , 
12,42632,353,29920,2, , 
1,42631,2588,79997,16, , 
2,42631,154,25015,1, , 
3,42631,227,31488,1, , 
4,42631,547,63911,1, , 
5,42631,549,44245,7, , 
6,42631,626,48666,0, , 
7,42631,748,72446,4, , 
8,42631,648,38414,3, , 
11,42631,1358,42483,10, , 
12,42631,351,29920,1, , 
1,42630,2572,79997,14, , 
2,42630,153,25015,0, , 
3,42630,226,31488,5, , 
4,42630,546,63911,1, , 
5,42630,542,44245,1, , 
6,42630,626,48666,2, , 
7,42630,744,72446,5, , 
8,42630,645,38414,3, , 
11,42630,1348,42483,15, , 
12,42630,350,29920,5, , 
1,42629,2558,79997,16, , 
2,42629,153,25015,1, , 
3,42629,221,31488,0, , 
4,42629,545,63911,2, , 
5,42629,541,44245,2, , 
6,42629,624,48666,5, , 
7,42629,739,72446,3, , 
8,42629,642,38414,5, , 
11,42629,1333,42483,14, , 
12,42629,345,29920,0, , 
1,42628,2542,79997,13, , 
2,42628,152,25015,3, , 
3,42628,221,31488,2, , 
4,42628,543,63911,0, , 
5,42628,539,44245,0, , 
6,42628,619,48666,1, , 
7,42628,736,72446,3, , 
8,42628,637,38414,2, , 
11,42628,1319,42483,8, , 
12,42628,345,29920,0, , 
1,42627,2529,79997,5, , 
2,42627,149,25015,1, , 
3,42627,219,31488,0, , 
4,42627,543,63911,2, , 
5,42627,539,44245,4, , 
6,42627,618,48666,1, , 
7,42627,733,72446,2, , 
8,42627,635,38414,3, , 
11,42627,1311,42483,12, , 
12,42627,345,29920,5, , 
1,42626,2524,79997,10, , 
2,42626,148,25015,0, , 
3,42626,219,31488,0, , 
4,42626,541,63911,2, , 
5,42626,535,44245,2, , 
6,42626,617,48666,0, , 
7,42626,731,72446,3, , 
8,42626,632,38414,2, , 
11,42626,1299,42483,21, , 
12,42626,340,29920,4, , 
1,42625,2514,79997,15, , 
2,42625,148,25015,0, , 
3,42625,219,31488,2, , 
4,42625,539,63911,3, , 
5,42625,533,44245,3, , 
6,42625,617,48666,1, , 
7,42625,728,72446,3, , 
8,42625,630,38414,1, , 
11,42625,1278,42483,6, , 
12,42625,336,29920,1, , 
1,42624,2499,79997,10, , 
2,42624,148,25015,2, , 
3,42624,217,31488,1, , 
4,42624,536,63911,3, , 
5,42624,530,44245,1, , 
6,42624,616,48666,1, , 
7,42624,725,72446,2, , 
8,42624,629,38414,1, , 
11,42624,1272,42483,3, , 
12,42624,335,29920,0, , 
1,42623,2489,79997,20, , 
2,42623,146,25015,0, , 
3,42623,216,31488,3, , 
4,42623,533,63911,1, , 
5,42623,529,44245,0, , 
6,42623,615,48666,2, , 
7,42623,723,72446,5, , 
8,42623,628,38414,7, , 
11,42623,1269,42483,16, , 
12,42623,335,29920,2, , 
1,42622,2469,79997,14, , 
2,42622,146,25015,0, , 
3,42622,213,31488,1, , 
4,42622,532,63911,6, , 
5,42622,529,44245,4, , 
6,42622,613,48666,3, , 
7,42622,718,72446,2, , 
8,42622,621,38414,5, , 
11,42622,1253,42483,14, , 
12,42622,333,29920,4, , 
1,42621,2455,79997,10, , 
2,42621,146,25015,2, , 
3,42621,212,31488,3, , 
4,42621,526,63911,2, , 
5,42621,525,44245,2, , 
6,42621,610,48666,2, , 
7,42621,716,72446,7, , 
8,42621,616,38414,3, , 
11,42621,1239,42483,15, , 
12,42621,329,29920,2, , 
1,42620,2445,79997,11, , 
2,42620,144,25015,0, , 
3,42620,209,31488,0, , 
4,42620,524,63911,2, , 
5,42620,523,44245,1, , 
6,42620,608,48666,1, , 
7,42620,709,72446,4, , 
8,42620,613,38414,5, , 
11,42620,1224,42483,13, , 
12,42620,327,29920,7, , 
1,42619,2434,79997,8, , 
2,42619,144,25015,1, , 
3,42619,209,31488,0, , 
4,42619,522,63911,2, , 
5,42619,522,44245,5, , 
6,42619,607,48666,2, , 
7,42619,705,72446,5, , 
8,42619,608,38414,2, , 
11,42619,1211,42483,2, , 
12,42619,320,29920,0, , 
1,42618,2426,79997,6, , 
2,42618,143,25015,3, , 
3,42618,209,31488,2, , 
4,42618,520,63911,0, , 
5,42618,517,44245,2, , 
6,42618,605,48666,2, , 
7,42618,700,72446,2, , 
8,42618,606,38414,0, , 
11,42618,1209,42483,4, , 
12,42618,320,29920,2, , 
1,42617,2420,79997,12, , 
2,42617,140,25015,3, , 
3,42617,207,31488,1, , 
4,42617,520,63911,2, , 
5,42617,515,44245,8, , 
6,42617,603,48666,5, , 
7,42617,698,72446,6, , 
8,42617,606,38414,1, , 
11,42617,1205,42483,15, , 
12,42617,318,29920,1, , 
1,42616,2408,79997,12, , 
2,42616,137,25015,2, , 
3,42616,206,31488,0, , 
4,42616,518,63911,7, , 
5,42616,507,44245,9, , 
6,42616,598,48666,5, , 
7,42616,692,72446,11, , 
8,42616,605,38414,5, , 
11,42616,1190,42483,17, , 
12,42616,317,29920,5, , 
1,42615,2396,79997,22, , 
2,42615,135,25015,4, , 
3,42615,206,31488,1, , 
4,42615,511,63911,3, , 
5,42615,498,44245,3, , 
6,42615,593,48666,3, , 
7,42615,681,72446,5, , 
8,42615,600,38414,7, , 
11,42615,1173,42483,8, , 
12,42615,312,29920,3, , 
1,42614,2374,79997,17, , 
2,42614,131,25015,3, , 
3,42614,205,31488,3, , 
4,42614,508,63911,11, , 
5,42614,495,44245,2, , 
6,42614,590,48666,10, , 
7,42614,676,72446,9, , 
8,42614,593,38414,5, , 
11,42614,1165,42483,30, , 
12,42614,309,29920,6, , 
1,42613,2357,79997,10, , 
2,42613,128,25015,0, , 
3,42613,202,31488,2, , 
4,42613,497,63911,6, , 
5,42613,493,44245,5, , 
6,42613,580,48666,2, , 
7,42613,667,72446,15, , 
8,42613,588,38414,3, , 
11,42613,1135,42483,16, , 
12,42613,303,29920,7, , 
1,42612,2347,79997,13, , 
2,42612,128,25015,2, , 
3,42612,200,31488,5, , 
4,42612,491,63911,2, , 
5,42612,488,44245,4, , 
6,42612,578,48666,5, , 
7,42612,652,72446,15, , 
8,42612,585,38414,5, , 
11,42612,1119,42483,4, , 
12,42612,296,29920,3, , 
1,42611,2334,79997,15, , 
2,42611,126,25015,2, , 
3,42611,195,31488,0, , 
4,42611,489,63911,4, , 
5,42611,484,44245,8, , 
6,42611,573,48666,12, , 
7,42611,637,72446,9, , 
8,42611,580,38414,2, , 
11,42611,1115,42483,11, , 
12,42611,293,29920,1, , 
1,42610,2319,79997,15, , 
2,42610,124,25015,2, , 
3,42610,195,31488,2, , 
4,42610,485,63911,2, , 
5,42610,476,44245,9, , 
6,42610,561,48666,4, , 
7,42610,628,72446,15, , 
8,42610,578,38414,3, , 
11,42610,1104,42483,11, , 
12,42610,292,29920,0, , 
1,42609,2304,79997,18, , 
2,42609,122,25015,1, , 
3,42609,193,31488,2, , 
4,42609,483,63911,3, , 
5,42609,467,44245,5, , 
6,42609,557,48666,20, , 
7,42609,613,72446,9, , 
8,42609,575,38414,7, , 
11,42609,1093,42483,16, , 
12,42609,292,29920,1, , 
1,42608,2286,79997,12, , 
2,42608,121,25015,0, , 
3,42608,191,31488,2, , 
4,42608,480,63911,3, , 
5,42608,462,44245,3, , 
6,42608,537,48666,6, , 
7,42608,604,72446,12, , 
8,42608,568,38414,7, , 
11,42608,1077,42483,7, , 
12,42608,291,29920,2, , 
1,42607,2274,79997,20, , 
2,42607,121,25015,1, , 
3,42607,189,31488,2, , 
4,42607,477,63911,4, , 
5,42607,459,44245,11, , 
6,42607,531,48666,3, , 
7,42607,592,72446,8, , 
8,42607,561,38414,3, , 
11,42607,1070,42483,16, , 
12,42607,289,29920,4, , 
1,42606,2254,79997,9, , 
2,42606,120,25015,17, , 
3,42606,187,31488,1, , 
4,42606,473,63911,3, , 
5,42606,448,44245,4, , 
6,42606,528,48666,6, , 
7,42606,584,72446,7, , 
8,42606,558,38414,4, , 
11,42606,1054,42483,21, , 
12,42606,285,29920,11, , 
1,42605,2245,79997,15, , 
2,42605,103,25015,0, , 
3,42605,186,31488,3, , 
4,42605,470,63911,5, , 
5,42605,444,44245,1, , 
6,42605,522,48666,3, , 
7,42605,577,72446,11, , 
8,42605,554,38414,2, , 
11,42605,1033,42483,13, , 
12,42605,274,29920,2, , 
1,42604,2230,79997,7, , 
2,42604,103,25015,0, , 
3,42604,183,31488,1, , 
4,42604,465,63911,6, , 
5,42604,443,44245,2, , 
6,42604,519,48666,4, , 
7,42604,566,72446,5, , 
8,42604,552,38414,5, , 
11,42604,1020,42483,6, , 
12,42604,272,29920,1, , 
1,42603,2223,79997,20, , 
2,42603,103,25015,0, , 
3,42603,182,31488,1, , 
4,42603,459,63911,4, , 
5,42603,441,44245,6, , 
6,42603,515,48666,8, , 
7,42603,561,72446,19, , 
8,42603,547,38414,4, , 
11,42603,1014,42483,11, , 
12,42603,271,29920,4, , 
1,42602,2203,79997,19, , 
2,42602,103,25015,0, , 
3,42602,181,31488,5, , 
4,42602,455,63911,23, , 
5,42602,435,44245,8, , 
6,42602,507,48666,11, , 
7,42602,542,72446,7, , 
8,42602,543,38414,3, , 
11,42602,1003,42483,11, , 
12,42602,267,29920,1, , 
1,42601,2184,79997,19, , 
2,42601,103,25015,0, , 
3,42601,176,31488,5, , 
4,42601,432,63911,3, , 
5,42601,427,44245,3, , 
6,42601,496,48666,9, , 
7,42601,535,72446,8, , 
8,42601,540,38414,5, , 
11,42601,992,42483,18, , 
12,42601,266,29920,5, , 
1,42600,2165,79997,12, , 
2,42600,103,25015,0, , 
3,42600,171,31488,2, , 
4,42600,429,63911,5, , 
5,42600,424,44245,3, , 
6,42600,487,48666,15, , 
7,42600,527,72446,10, , 
8,42600,535,38414,5, , 
11,42600,974,42483,9, , 
12,42600,261,29920,5, , 
1,42599,2153,79997,9, , 
2,42599,103,25015,0, , 
3,42599,169,31488,3, , 
4,42599,424,63911,6, , 
5,42599,421,44245,4, , 
6,42599,472,48666,7, , 
7,42599,517,72446,7, , 
8,42599,530,38414,7, , 
11,42599,965,42483,20, , 
12,42599,256,29920,4, , 
1,42598,2144,79997,16, , 
2,42598,103,25015,0, , 
3,42598,166,31488,3, , 
4,42598,418,63911,9, , 
5,42598,417,44245,13, , 
6,42598,465,48666,5, , 
7,42598,510,72446,12, , 
8,42598,523,38414,17, , 
11,42598,945,42483,22, , 
12,42598,252,29920,8, , 
1,42597,2128,79997,14, , 
2,42597,103,25015,11, , 
3,42597,163,31488,0, , 
4,42597,409,63911,1, , 
5,42597,404,44245,3, , 
6,42597,460,48666,4, , 
7,42597,498,72446,7, , 
8,42597,506,38414,3, , 
11,42597,923,42483,10, , 
12,42597,244,29920,5, , 
1,42596,2114,79997,16, , 
2,42596,92,25015,0, , 
3,42596,163,31488,0, , 
4,42596,408,63911,2, , 
5,42596,401,44245,2, , 
6,42596,456,48666,10, , 
7,42596,491,72446,4, , 
8,42596,503,38414,4, , 
11,42596,913,42483,11, , 
12,42596,239,29920,3, , 
1,42595,2098,79997,22, , 
2,42595,92,25015,4, , 
3,42595,163,31488,0, , 
4,42595,406,63911,11, , 
5,42595,399,44245,8, , 
6,42595,446,48666,12, , 
7,42595,487,72446,6, , 
8,42595,499,38414,8, , 
11,42595,902,42483,12, , 
12,42595,236,29920,4, , 
1,42594,2076,79997,29, , 
2,42594,88,25015,0, , 
3,42594,163,31488,1, , 
4,42594,395,63911,12, , 
5,42594,391,44245,16, , 
6,42594,434,48666,17, , 
7,42594,481,72446,16, , 
8,42594,491,38414,4, , 
11,42594,890,42483,14, , 
12,42594,232,29920,2, , 
1,42593,2047,79997,20, , 
2,42593,88,25015,1, , 
3,42593,162,31488,4, , 
4,42593,383,63911,8, , 
5,42593,375,44245,7, , 
6,42593,417,48666,12, , 
7,42593,465,72446,10, , 
8,42593,487,38414,8, , 
11,42593,876,42483,20, , 
12,42593,230,29920,8, , 
1,42592,2027,79997,13, , 
2,42592,87,25015,4, , 
3,42592,158,31488,3, , 
4,42592,375,63911,6, , 
5,42592,368,44245,10, , 
6,42592,405,48666,17, , 
7,42592,455,72446,12, , 
8,42592,479,38414,12, , 
11,42592,856,42483,30, , 
12,42592,222,29920,5, , 
1,42591,2014,79997,10, , 
2,42591,83,25015,0, , 
3,42591,155,31488,4, , 
4,42591,369,63911,10, , 
5,42591,358,44245,9, , 
6,42591,388,48666,5, , 
