Location ID,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
5,43226,8221,44245,22, , 
6,43226,8608,48666,22, , 
7,43226,11790,72446,43, , 
8,43226,6157,38414,0, , 
9,43226,7107,47367,0, , 
10,43226,19375,86703,0, , 
11,43226,11231,42483,0, , 
12,43226,5355,29920,0, , 
1,43225,31082,79997,0, , 
2,43225,3600,25015,18, , 
3,43225,3305,31488,4,196314.941, 
4,43225,9832,63911,25, , 
5,43225,8199,44245,31, , 
6,43225,8586,48666,24, , 
7,43225,11747,72446,28, , 
8,43225,6157,38414,20, , 
9,43225,7107,47367,0, , 
10,43225,19375,86703,0, , 
11,43225,11231,42483,16, , 
12,43225,5355,29920,14, , 
1,43224,31082,79997,72, , 
2,43224,3582,25015,0, , 
3,43224,3301,31488,6,254205.126, 
4,43224,9807,63911,22, , 
5,43224,8168,44245,15, , 
6,43224,8562,48666,13, , 
7,43224,11719,72446,29, , 
8,43224,6137,38414,15, , 
9,43224,7107,47367,48,437227.7228, 
10,43224,19375,86703,81, , 
11,43224,11215,42483,17, , 
12,43224,5341,29920,21, , 
1,43223,31010,79997,0, , 
2,43223,3582,25015,264, , 
3,43223,3295,31488,6,1022231.323, 
4,43223,9785,63911,10, , 
5,43223,8153,44245,13, , 
6,43223,8549,48666,14, , 
7,43223,11690,72446,17, , 
8,43223,6122,38414,10, , 
9,43223,7059,47367,0, , 
10,43223,19294,86703,0, , 
11,43223,11198,42483,10, , 
12,43223,5320,29920,16, , 
1,43222,31010,79997,0, ,0.955922
2,43222,3318,25015,0, ,0.735673
3,43222,3289,31488,11,235947.538,0.688065
4,43222,9775,63911,18, ,0.836737
5,43222,8140,44245,18, ,0.854932
6,43222,8535,48666,14, ,0.848559
7,43222,11673,72446,13, ,0.801906
8,43222,6112,38414,3, ,0.817429
9,43222,7059,47367,0,507689.9146,0.742202
10,43222,19294,86703,0, ,0.767551
11,43222,11188,42483,7, ,0.750987
12,43222,5304,29920,11, ,0.760548
1,43221,31010,79997,0, , 
2,43221,3318,25015,0, , 
3,43221,3278,31488,2,1024102.214, 
4,43221,9757,63911,40, , 
5,43221,8122,44245,27, , 
6,43221,8521,48666,14, , 
7,43221,11660,72446,25, , 
8,43221,6109,38414,2, , 
9,43221,7059,47367,74, , 
10,43221,19294,86703,68, , 
11,43221,11181,42483,11, , 
12,43221,5293,29920,8, , 
1,43220,31010,79997,0, , 
2,43220,3318,25015,0, , 
3,43220,3276,31488,5,528961.7716, 
4,43220,9717,63911,0, , 
5,43220,8095,44245,0, , 
6,43220,8507,48666,0, , 
7,43220,11635,72446,0, , 
8,43220,6107,38414,26, , 
9,43220,6985,47367,0,149200.1445, 
10,43220,19226,86703,0, , 
11,43220,11170,42483,19, , 
12,43220,5285,29920,30, , 
1,43219,31010,79997,0, , 
2,43219,3318,25015,0, , 
3,43219,3271,31488,10,122091.298, 
4,43219,9717,63911,49, , 
5,43219,8095,44245,25, , 
6,43219,8507,48666,37, , 
7,43219,11635,72446,32, , 
8,43219,6081,38414,0, , 
9,43219,6985,47367,0, , 
10,43219,19226,86703,0, , 
11,43219,11151,42483,0, , 
12,43219,5255,29920,0, , 
1,43218,31010,79997,0, , 
2,43218,3318,25015,0, , 
3,43218,3261,31488,1,288282.377, 
4,43218,9668,63911,0, , 
5,43218,8070,44245,0, , 
6,43218,8470,48666,0, , 
7,43218,11603,72446,0, , 
8,43218,6081,38414,0, , 
9,43218,6985,47367,0, , 
10,43218,19226,86703,0, , 
11,43218,11151,42483,0, , 
12,43218,5255,29920,0, , 
1,43217,31010,79997,0, , 
2,43217,3318,25015,0, , 
3,43217,3260,31488,3,82172.9543, 
4,43217,9668,63911,40, , 
5,43217,8070,44245,40, , 
6,43217,8470,48666,23, , 
7,43217,11603,72446,36, , 
8,43217,6081,38414,14, , 
9,43217,6985,47367,36,361639.4875, 
10,43217,19226,86703,74, , 
11,43217,11151,42483,14, , 
12,43217,5255,29920,10, , 
1,43216,31010,79997,68, , 
2,43216,3318,25015,0, , 
3,43216,3257,31488,5,655353.7191, 
4,43216,9628,63911,0, , 
5,43216,8030,44245,0, , 
6,43216,8447,48666,0, , 
7,43216,11567,72446,0, , 
8,43216,6067,38414,13, , 
9,43216,6949,47367,0, , 
10,43216,19152,86703,0, , 
11,43216,11137,42483,2, , 
12,43216,5245,29920,10, , 
1,43215,30942,79997,0, ,0.954113
2,43215,3318,25015,0, ,0.734926
3,43215,3252,31488,16,358895.028,0.687524
4,43215,9628,63911,71, ,0.835803
5,43215,8030,44245,-24, ,0.854169
6,43215,8447,48666,34, ,0.847909
7,43215,11567,72446,40, ,0.80129
8,43215,6054,38414,2, ,0.816861
9,43215,6949,47367,0,90863.24429,0.7417
10,43215,19152,86703,0, ,0.766308
11,43215,11135,42483,5, ,0.750107
12,43215,5235,29920,2, ,0.760206
1,43214,30942,79997,0, , 
2,43214,3318,25015,0, , 
3,43214,3236,31488,3,383812.205, 
4,43214,9557,63911,12, , 
5,43214,8054,44245,20, , 
6,43214,8413,48666,26, , 
7,43214,11527,72446,32, , 
8,43214,6052,38414,8, , 
9,43214,6949,47367,47, , 
10,43214,19152,86703,37, , 
11,43214,11130,42483,8, , 
12,43214,5233,29920,4, , 
1,43213,30942,79997,0, , 
2,43213,3318,25015,0, , 
3,43213,3233,31488,7,324143.575, 
4,43213,9545,63911,0, , 
5,43213,8034,44245,0, , 
6,43213,8387,48666,0, , 
7,43213,11495,72446,0, , 
8,43213,6044,38414,17, , 
9,43213,6902,47367,0,136959.5195, 
10,43213,19115,86703,0, , 
11,43213,11122,42483,12, , 
12,43213,5229,29920,21, , 
1,43212,30942,79997,0, , 
2,43212,3318,25015,0, , 
3,43212,3226,31488,10,675569.583, 
4,43212,9545,63911,0, , 
5,43212,8034,44245,0, , 
6,43212,8387,48666,0, , 
7,43212,11495,72446,0, , 
8,43212,6027,38414,0, , 
9,43212,6902,47367,0, , 
10,43212,19115,86703,0, , 
11,43212,11110,42483,0, , 
12,43212,5208,29920,0, , 
1,43211,30942,79997,0, , 
2,43211,3318,25015,0, , 
3,43211,3216,31488,4,105263.158, 
4,43211,9545,63911,6, , 
5,43211,8034,44245,6, , 
6,43211,8387,48666,3, , 
7,43211,11495,72446,3, , 
8,43211,6027,38414,0, , 
9,43211,6902,47367,0, , 
10,43211,19115,86703,0, , 
11,43211,11110,42483,0, , 
12,43211,5208,29920,0, , 
1,43210,30942,79997,0, , 
2,43210,3318,25015,0, , 
3,43210,3212,31488,6,215415.865, 
4,43210,9539,63911,14, , 
5,43210,8028,44245,13, , 
6,43210,8384,48666,8, , 
7,43210,11492,72446,15, , 
8,43210,6027,38414,11, , 
9,43210,6902,47367,23,195537.5671, 
10,43210,19115,86703,32, , 
11,43210,11110,42483,13, , 
12,43210,5208,29920,3, , 
1,43209,30942,79997,51, , 
2,43209,3318,25015,0, , 
3,43209,3206,31488,4,731675.883, 
4,43209,9525,63911,12, , 
5,43209,8015,44245,7, , 
6,43209,8376,48666,6, , 
7,43209,11477,72446,7, , 
8,43209,6016,38414,6, , 
9,43209,6879,47367,0, , 
10,43209,19083,86703,0, , 
11,43209,11097,42483,6, , 
12,43209,5205,29920,2, , 
1,43208,30891,79997,0, ,0.95273
2,43208,3318,25015,0, ,0.734376
3,43208,3202,31488,12,152297.071,0.687174
4,43208,9513,63911,12, ,0.834944
5,43208,8008,44245,11, ,0.853575
6,43208,8370,48666,8, ,0.847217
7,43208,11470,72446,17, ,0.800661
8,43208,6010,38414,2, ,0.816345
9,43208,6879,47367,0,165322.6024,0.741114
10,43208,19083,86703,0, ,0.765215
11,43208,11091,42483,10, ,0.749179
12,43208,5203,29920,4, ,0.759352
1,43207,30891,79997,0, , 
2,43207,3318,25015,0, , 
3,43207,3190,31488,3,249569.7378, 
4,43207,9501,63911,3, , 
5,43207,7997,44245,2, , 
6,43207,8362,48666,5, , 
7,43207,11453,72446,3, , 
8,43207,6008,38414,1, , 
9,43207,6879,47367,20, , 
10,43207,19083,86703,7, , 
11,43207,11081,42483,4, , 
12,43207,5199,29920,4, , 
1,43206,30891,79997,0, , 
2,43206,3318,25015,0, , 
3,43206,3187,31488,5,411827.9317, 
4,43206,9498,63911,17, , 
5,43206,7995,44245,2, , 
6,43206,8357,48666,7, , 
7,43206,11450,72446,20, , 
8,43206,6007,38414,28, , 
9,43206,6859,47367,0,163678.2934, 
10,43206,19076,86703,0, , 
11,43206,11077,42483,3, , 
12,43206,5195,29920,4, , 
1,43205,30891,79997,0, , 
2,43205,3318,25015,0, , 
3,43205,3182,31488,6,106545.176, 
4,43205,9481,63911,0, , 
5,43205,7993,44245,0, , 
6,43205,8350,48666,0, , 
7,43205,11430,72446,0, , 
8,43205,5979,38414,0, , 
9,43205,6859,47367,0, , 
10,43205,19076,86703,0, , 
11,43205,11074,42483,0, , 
12,43205,5191,29920,0, , 
1,43204,30891,79997,0, , 
2,43204,3318,25015,0, , 
3,43204,3176,31488,2,201360.66, 
4,43204,9481,63911,-3, , 
5,43204,7993,44245,-1, , 
6,43204,8350,48666,6, , 
7,43204,11430,72446,3, , 
8,43204,5979,38414,0, , 
9,43204,6859,47367,24, , 
10,43204,19076,86703,24, , 
11,43204,11074,42483,0, , 
12,43204,5191,29920,0, , 
1,43203,30891,79997,0, , 
2,43203,3318,25015,0, , 
3,43203,3174,31488,2,75805.4586, 
4,43203,9484,63911,11, , 
5,43203,7994,44245,7, , 
6,43203,8344,48666,14, , 
7,43203,11427,72446,29, , 
8,43203,5979,38414,4, , 
9,43203,6835,47367,32,95891.48259, 
10,43203,19052,86703,45, , 
11,43203,11074,42483,5, , 
12,43203,5191,29920,3, , 
1,43202,30891,79997,92, , 
2,43202,3318,25015,0, , 
3,43202,3172,31488,6,353857.7067, 
4,43202,9473,63911,0, , 
5,43202,7987,44245,0, , 
6,43202,8330,48666,0, , 
7,43202,11398,72446,0, , 
8,43202,5975,38414,2, , 
9,43202,6803,47367,0, , 
10,43202,19007,86703,0, , 
11,43202,11069,42483,3, , 
12,43202,5188,29920,7, , 
1,43201,30799,79997,0, ,0.951236
2,43201,3318,25015,0, ,0.733354
3,43201,3166,31488,4,107957.051,0.686824
4,43201,9473,63911,2, ,0.834069
5,43201,7987,44245,11, ,0.85277
6,43201,8330,48666,7, ,0.846378
7,43201,11398,72446,3, ,0.799805
8,43201,5973,38414,8, ,0.815288
9,43201,6803,47367,0,242166.9006,0.740612
10,43201,19007,86703,0, ,0.763949
11,43201,11066,42483,3, ,0.747847
12,43201,5181,29920,3, ,0.758771
1,43200,30799,79997,0, , 
2,43200,3318,25015,0, , 
3,43200,3162,31488,3,179973.967, 
4,43200,9471,63911,3, , 
5,43200,7976,44245,5, , 
6,43200,8323,48666,5, , 
7,43200,11395,72446,8, , 
8,43200,5965,38414,1, , 
9,43200,6803,47367,26,334076.9834, 
10,43200,19007,86703,27, , 
11,43200,11063,42483,3, , 
12,43200,5178,29920,1, , 
1,43199,30799,79997,0, , 
2,43199,3318,25015,0, , 
3,43199,3159,31488,7,427863.439, 
4,43199,9468,63911,15, , 
5,43199,7971,44245,10, , 
6,43199,8318,48666,5, , 
7,43199,11387,72446,7, , 
8,43199,5964,38414,9, , 
9,43199,6777,47367,0, , 
10,43199,18980,86703,0, , 
11,43199,11060,42483,17, , 
12,43199,5177,29920,5, , 
1,43198,30799,79997,0, , 
2,43198,3318,25015,0, , 
3,43198,3152,31488,10,231176.464, 
4,43198,9453,63911,0, , 
5,43198,7961,44245,0, , 
6,43198,8313,48666,0, , 
7,43198,11380,72446,0, , 
8,43198,5955,38414,0, , 
9,43198,6777,47367,0, , 
10,43198,18980,86703,0, , 
11,43198,11043,42483,0, , 
12,43198,5172,29920,0, , 
1,43197,30799,79997,0, , 
2,43197,3318,25015,0, , 
3,43197,3142,31488,0,146532.982, 
4,43197,9453,63911,11, , 
5,43197,7961,44245,11, , 
6,43197,8313,48666,8, , 
7,43197,11380,72446,10, , 
8,43197,5955,38414,0, , 
9,43197,6777,47367,0, , 
10,43197,18980,86703,0, , 
11,43197,11043,42483,0, , 
12,43197,5172,29920,0, , 
1,43196,30799,79997,0, , 
2,43196,3318,25015,0, , 
3,43196,3142,31488,2,204397.3948, 
4,43196,9442,63911,0, , 
5,43196,7950,44245,0, , 
6,43196,8305,48666,0, , 
7,43196,11370,72446,0, , 
8,43196,5955,38414,0, , 
9,43196,6777,47367,28,103649.1041, 
10,43196,18980,86703,24, , 
11,43196,11043,42483,-7, , 
12,43196,5172,29920,10, , 
1,43195,30799,79997,56, , 
2,43195,3318,25015,0, , 
3,43195,3140,31488,2, , 
4,43195,9442,63911,0, , 
5,43195,7950,44245,0, , 
6,43195,8305,48666,0, , 
7,43195,11370,72446,0, , 
8,43195,5955,38414,2, , 
9,43195,6749,47367,0, , 
10,43195,18956,86703,0, , 
11,43195,11050,42483,7, , 
12,43195,5162,29920,4, , 
1,43194,30743,79997,0, ,0.949269
2,43194,3318,25015,0, ,0.732332
3,43194,3138,31488,2,84377.0951,0.686538
4,43194,9442,63911,23, ,0.833195
5,43194,7950,44245,21, ,0.851964
6,43194,8305,48666,6, ,0.845518
7,43194,11370,72446,19, ,0.799243
8,43194,5953,38414,0, ,0.814462
9,43194,6749,47367,0,29936.85903,0.739964
10,43194,18956,86703,0, ,0.762568
11,43194,11043,42483,2, ,0.746276
12,43194,5158,29920,4, ,0.758054
1,43193,30743,79997,0, , 
2,43193,3318,25015,0, , 
3,43193,3136,31488,0,138676.618, 
4,43193,9419,63911,0, , 
5,43193,7929,44245,0, , 
6,43193,8299,48666,0, , 
7,43193,11351,72446,0, , 
8,43193,5953,38414,0, , 
9,43193,6749,47367,21, , 
10,43193,18956,86703,24, , 
11,43193,11041,42483,5, , 
12,43193,5154,29920,2, , 
1,43192,30743,79997,0, , 
2,43192,3318,25015,0, , 
3,43192,3136,31488,4, , 
4,43192,9419,63911,0, , 
5,43192,7929,44245,0, , 
6,43192,8299,48666,0, , 
7,43192,11351,72446,0, , 
8,43192,5953,38414,2, , 
9,43192,6728,47367,0,37694.16809, 
10,43192,18932,86703,0, , 
11,43192,11036,42483,5, , 
12,43192,5152,29920,3, , 
1,43191,30743,79997,0, , 
2,43191,3318,25015,0, , 
3,43191,3132,31488,4,65706.1907, 
4,43191,9419,63911,0, , 
5,43191,7929,44245,0, , 
6,43191,8299,48666,0, , 
7,43191,11351,72446,0, , 
8,43191,5951,38414,0, , 
9,43191,6728,47367,0, , 
10,43191,18932,86703,0, , 
11,43191,11031,42483,0, , 
12,43191,5149,29920,0, , 
1,43190,30743,79997,0, , 
2,43190,3318,25015,0, , 
3,43190,3128,31488,1,39993.8051, 
4,43190,9419,63911,0, , 
5,43190,7929,44245,0, , 
6,43190,8299,48666,0, , 
7,43190,11351,72446,0, , 
8,43190,5951,38414,1, , 
9,43190,6728,47367,0, , 
10,43190,18932,86703,0, , 
11,43190,11031,42483,1, , 
12,43190,5149,29920,1, , 
1,43189,30743,79997,0, , 
2,43189,3318,25015,0, , 
3,43189,3127,31488,2, , 
4,43189,9419,63911,22, , 
5,43189,7929,44245,7, , 
6,43189,8299,48666,10, , 
7,43189,11351,72446,10, , 
8,43189,5950,38414,3, , 
9,43189,6728,47367,15, , 
10,43189,18932,86703,3, , 
11,43189,11030,42483,2, , 
12,43189,5148,29920,3, , 
1,43188,30743,79997,64, , 
2,43188,3318,25015,0, , 
3,43188,3125,31488,2,49906.9714, 
4,43188,9397,63911,2, , 
5,43188,7922,44245,4, , 
6,43188,8289,48666,-1, , 
7,43188,11341,72446,2, , 
8,43188,5947,38414,3, , 
9,43188,6713,47367,0, , 
10,43188,18929,86703,0, , 
11,43188,11028,42483,5, , 
12,43188,5145,29920,2, , 
1,43187,30679,79997,0, ,0.947336
2,43187,3318,25015,0, ,0.730682
3,43187,3123,31488,3,83035.8524,0.685647
4,43187,9395,63911,15, ,0.832424
5,43187,7918,44245,4, ,0.851159
6,43187,8290,48666,9, ,0.844512
7,43187,11339,72446,14, ,0.798466
8,43187,5944,38414,4, ,0.813792
9,43187,6713,47367,0, ,0.739441
10,43187,18929,86703,0, ,0.760313
11,43187,11023,42483,1, ,0.744991
12,43187,5143,29920,2, ,0.756995
1,43186,30679,79997,0, , 
2,43186,3318,25015,0, , 
3,43186,3120,31488,1,15212.64998, 
4,43186,9380,63911,0, , 
5,43186,7914,44245,0, , 
6,43186,8281,48666,0, , 
7,43186,11325,72446,0, , 
8,43186,5940,38414,9, , 
9,43186,6713,47367,25, , 
10,43186,18929,86703,13, , 
11,43186,11022,42483,10, , 
12,43186,5141,29920,7, , 
1,43185,30679,79997,0, , 
2,43185,3318,25015,0, , 
3,43185,3119,31488,4,96774.7304, 
4,43185,9380,63911,0, , 
5,43185,7914,44245,0, , 
6,43185,8281,48666,-1, , 
7,43185,11325,72446,2, , 
8,43185,5931,38414,5, , 
9,43185,6688,47367,0, , 
10,43185,18916,86703,0, , 
11,43185,11012,42483,6, , 
12,43185,5134,29920,4, , 
1,43184,30679,79997,0, , 
2,43184,3318,25015,0, , 
3,43184,3115,31488,7,27497.5205, 
4,43184,9380,63911,0, , 
5,43184,7914,44245,0, , 
6,43184,8282,48666,0, , 
7,43184,11323,72446,0, , 
8,43184,5926,38414,0, , 
9,43184,6688,47367,0, , 
10,43184,18916,86703,0, , 
11,43184,11006,42483,0, , 
12,43184,5130,29920,0, , 
1,43183,30679,79997,0, , 
2,43183,3318,25015,0, , 
3,43183,3108,31488,0,17165.7147, 
4,43183,9380,63911,19, , 
5,43183,7914,44245,6, , 
6,43183,8282,48666,7, , 
7,43183,11323,72446,6, , 
8,43183,5926,38414,4, , 
9,43183,6688,47367,0, , 
10,43183,18916,86703,0, , 
11,43183,11006,42483,3, , 
12,43183,5130,29920,6, , 
1,43182,30679,79997,0, , 
2,43182,3318,25015,0, , 
3,43182,3108,31488,0,14654.0226, 
4,43182,9361,63911,9, , 
5,43182,7908,44245,11, , 
6,43182,8275,48666,15, , 
7,43182,11317,72446,17, , 
8,43182,5922,38414,4, , 
9,43182,6688,47367,11, , 
10,43182,18916,86703,24, , 
11,43182,11003,42483,2, , 
12,43182,5124,29920,5, , 
1,43181,30679,79997,91, , 
2,43181,3318,25015,0, , 
3,43181,3108,31488,3,12661.671, 
4,43181,9352,63911,0, , 
5,43181,7897,44245,0, , 
6,43181,8260,48666,0, , 
7,43181,11300,72446,0, , 
8,43181,5918,38414,2, , 
9,43181,6677,47367,0, , 
10,43181,18892,86703,0, , 
11,43181,11001,42483,1, , 
12,43181,5119,29920,0, , 
1,43180,30588,79997,0, ,0.945122
2,43180,3318,25015,0, ,0.729384
3,43180,3105,31488,1,17281.4167,0.685456
4,43180,9352,63911,4, ,0.831698
5,43180,7897,44245,0, ,0.850099
6,43180,8260,48666,4, ,0.84361
7,43180,11300,72446,3, ,0.797516
8,43180,5916,38414,0, ,0.813276
9,43180,6677,47367,0, ,0.738897
10,43180,18892,86703,0, ,0.758196
11,43180,11000,42483,1, ,0.743373
12,43180,5119,29920,0, ,0.756312
1,43179,30588,79997,0, , 
2,43179,3318,25015,0, , 
3,43179,3104,31488,3,30605.6983, 
4,43179,9348,63911,3, , 
5,43179,7897,44245,1, , 
6,43179,8256,48666,2, , 
7,43179,11297,72446,4, , 
8,43179,5916,38414,0, , 
9,43179,6677,47367,29, , 
10,43179,18892,86703,27, , 
11,43179,10999,42483,1, , 
12,43179,5119,29920,1, , 
1,43178,30588,79997,0, , 
2,43178,3318,25015,0, , 
3,43178,3101,31488,3,8167.47589, 
4,43178,9345,63911,0, , 
5,43178,7896,44245,0, , 
6,43178,8254,48666,0, , 
7,43178,11293,72446,0, , 
8,43178,5916,38414,4, , 
9,43178,6648,47367,0, , 
10,43178,18865,86703,0, , 
11,43178,10998,42483,6, , 
12,43178,5118,29920,6, , 
1,43177,30588,79997,0, , 
2,43177,3318,25015,0, , 
3,43177,3098,31488,1,40757.727, 
4,43177,9345,63911,10, , 
5,43177,7896,44245,20, , 
6,43177,8254,48666,14, , 
7,43177,11293,72446,13, , 
8,43177,5912,38414,0, , 
9,43177,6648,47367,0, , 
10,43177,18865,86703,0, , 
11,43177,10992,42483,0, , 
12,43177,5112,29920,0, , 
1,43176,30588,79997,0, , 
2,43176,3318,25015,0, , 
3,43176,3097,31488,2,122652.701, 
4,43176,9335,63911,4, , 
5,43176,7876,44245,1, , 
6,43176,8240,48666,5, , 
7,43176,11280,72446,3, , 
8,43176,5912,38414,6, , 
9,43176,6648,47367,0, , 
10,43176,18865,86703,0, , 
11,43176,10992,42483,6, , 
12,43176,5112,29920,3, , 
1,43175,30588,79997,0, , 
2,43175,3318,25015,0, , 
3,43175,3095,31488,1,22522.5376, 
4,43175,9331,63911,18, , 
5,43175,7875,44245,-1, , 
6,43175,8235,48666,22, , 
7,43175,11277,72446,12, , 
8,43175,5906,38414,3, , 
9,43175,6648,47367,15, , 
10,43175,18865,86703,17, , 
11,43175,10986,42483,3, , 
12,43175,5109,29920,1, , 
1,43174,30588,79997,142, , 
2,43174,3318,25015,0, , 
3,43174,3094,31488,3,20949.8457, 
4,43174,9313,63911,0, , 
5,43174,7876,44245,0, , 
6,43174,8213,48666,0, , 
7,43174,11265,72446,0, , 
8,43174,5903,38414,3, , 
9,43174,6633,47367,0, , 
10,43174,18848,86703,0, , 
11,43174,10983,42483,2, , 
12,43174,5108,29920,2, , 
1,43173,30446,79997,0, ,0.941615
2,43173,3318,25015,0, ,0.728205
3,43173,3091,31488,4,29160.1732,0.685074
4,43173,9313,63911,0, ,0.830794
5,43173,7876,44245,0, ,0.849123
6,43173,8213,48666,0, ,0.842351
7,43173,11265,72446,0, ,0.796526
8,43173,5900,38414,-1, ,0.812631
9,43173,6633,47367,0, ,0.738353
10,43173,18848,86703,0, ,0.755906
11,43173,10981,42483,5, ,0.741398
12,43173,5106,29920,-2, ,0.755799
1,43172,30446,79997,0, , 
2,43172,3318,25015,0, , 
3,43172,3087,31488,1,39989.1328, 
4,43172,9313,63911,0, , 
5,43172,7876,44245,0, , 
6,43172,8213,48666,0, , 
7,43172,11265,72446,0, , 
8,43172,5901,38414,3, , 
9,43172,6633,47367,33, , 
10,43172,18848,86703,49, , 
11,43172,10976,42483,1, , 
12,43172,5108,29920,4, , 
1,43171,30446,79997,0, , 
2,43171,3318,25015,0, , 
3,43171,3086,31488,0,16805.4417, 
4,43171,9313,63911,0, , 
5,43171,7876,44245,0, , 
6,43171,8213,48666,0, , 
7,43171,11265,72446,0, , 
8,43171,5898,38414,0, , 
9,43171,6600,47367,0, , 
10,43171,18799,86703,0, , 
11,43171,10975,42483,0, , 
12,43171,5104,29920,0, , 
1,43170,30446,79997,0, , 
2,43170,3318,25015,0, , 
3,43170,3086,31488,1,41689.1469, 
4,43170,9313,63911,0, , 
5,43170,7876,44245,0, , 
6,43170,8213,48666,0, , 
7,43170,11265,72446,0, , 
8,43170,5898,38414,1, , 
9,43170,6600,47367,0, , 
10,43170,18799,86703,0, , 
11,43170,10975,42483,1, , 
12,43170,5104,29920,0, , 
1,43169,30446,79997,0, , 
2,43169,3318,25015,0, , 
3,43169,3085,31488,0,13115.9069, 
4,43169,9313,63911,60, , 
5,43169,7876,44245,44, , 
6,43169,8213,48666,40, , 
7,43169,11265,72446,56, , 
8,43169,5897,38414,5, , 
9,43169,6600,47367,0, , 
10,43169,18799,86703,0, , 
11,43169,10974,42483,0, , 
12,43169,5104,29920,4, , 
1,43168,30446,79997,0, , 
2,43168,3318,25015,0, , 
3,43168,3085,31488,-5,47597.1566, 
4,43168,9253,63911,-43, , 
5,43168,7832,44245,-30, , 
6,43168,8173,48666,-26, , 
7,43168,11209,72446,-35, , 
8,43168,5892,38414,1, , 
9,43168,6600,47367,9, , 
10,43168,18799,86703,14, , 
11,43168,10974,42483,9, , 
12,43168,5100,29920,1, , 
1,43167,30446,79997,141, , 
2,43167,3318,25015,0, , 
3,43167,3090,31488,4,28930.0525, 
4,43167,9296,63911,-3, , 
5,43167,7862,44245,4, , 
6,43167,8199,48666,-6, , 
7,43167,11244,72446,-4, , 
8,43167,5891,38414,-2, , 
9,43167,6591,47367,0, , 
10,43167,18785,86703,0, , 
11,43167,10965,42483,1, , 
12,43167,5099,29920,1, , 
1,43166,30305,79997,0, ,0.938008
2,43166,3318,25015,0, ,0.726358
3,43166,3086,31488,-5,36477.1924,0.684438
4,43166,9299,63911,3, ,0.829297
5,43166,7858,44245,0, ,0.847851
6,43166,8205,48666,-3, ,0.840946
7,43166,11248,72446,8, ,0.795228
8,43166,5893,38414,1, ,0.811547
9,43166,6591,47367,4, ,0.737767
10,43166,18785,86703,12, ,0.753018
11,43166,10964,42483,-4, ,0.739756
12,43166,5098,29920,2, ,0.754911
1,43165,30305,79997,0, , 
2,43165,3318,25015,0, , 
3,43165,3091,31488,3,69550.8095, 
4,43165,9296,63911,15, , 
5,43165,7858,44245,3, , 
6,43165,8208,48666,3, , 
7,43165,11240,72446,7, , 
8,43165,5892,38414,6, , 
