Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
92154,2/23/22,30122,79997,229, , 
92154,2/22/22,29893,79997,0, ,0.928556
92154,2/21/22,29893,79997,0, , 
92154,2/20/22,29893,79997,0, , 
92154,2/19/22,29893,79997,0, , 
92154,2/18/22,29893,79997,0, , 
92154,2/17/22,29893,79997,0, , 
92154,2/16/22,29893,79997,450, , 
92154,2/15/22,29443,79997,0, ,0.92197
92154,2/14/22,29443,79997,0, , 
92154,2/13/22,29443,79997,0, , 
92154,2/12/22,29443,79997,0, , 
92154,2/11/22,29443,79997,0, , 
92154,2/10/22,29443,79997,0, , 
92154,2/9/22,29443,79997,662, , 
92154,2/8/22,28781,79997,0, ,0.915429
92154,2/7/22,28781,79997,0, , 
92154,2/6/22,28781,79997,0, , 
92154,2/5/22,28781,79997,0, , 
92154,2/4/22,28781,79997,0, , 
92154,2/3/22,28781,79997,0, , 
92154,2/2/22,28781,79997,1251, , 
92154,2/1/22,27530,79997,0, ,0.907214
92154,1/31/22,27530,79997,0, , 
92154,1/30/22,27530,79997,0, , 
92154,1/29/22,27530,79997,0, , 
92154,1/28/22,27530,79997,0, , 
92154,1/27/22,27530,79997,0, , 
92154,1/26/22,27530,79997,1973, , 
92154,1/25/22,25557,79997,0, ,0.898673
92154,1/24/22,25557,79997,0, , 
92154,1/23/22,25557,79997,0, , 
92154,1/22/22,25557,79997,0, , 
92154,1/21/22,25557,79997,0, , 
92154,1/20/22,25557,79997,0, , 
92154,1/19/22,25557,79997,3025, , 
92154,1/18/22,22532,79997,0, ,0.89193
92154,1/17/22,22532,79997,0, , 
92154,1/16/22,22532,79997,0, , 
92154,1/15/22,22532,79997,0, , 
92154,1/14/22,22532,79997,0, , 
92154,1/13/22,22532,79997,0, , 
92154,1/12/22,22532,79997,2772, , 
92154,1/11/22,19760,79997,0, ,0.884467
92154,1/10/22,19760,79997,0, , 
92154,1/9/22,19760,79997,0, , 
92154,1/8/22,19760,79997,0, , 
92154,1/7/22,19760,79997,0, , 
92154,1/6/22,19760,79997,0, , 
92154,1/5/22,19760,79997,1291, , 
92154,1/4/22,18469,79997,0, ,0.876061
92154,1/3/22,18469,79997,0, , 
92154,1/2/22,18469,79997,0, , 
92154,1/1/22,18469,79997,0, , 
92154,12/31/21,18469,79997,0, , 
92154,12/30/21,18469,79997,0, , 
92154,12/29/21,18469,79997,431, , 
92154,12/28/21,18038,79997,0, ,0.869598
92154,12/27/21,18038,79997,0, , 
92154,12/26/21,18038,79997,0, , 
92154,12/25/21,18038,79997,0, , 
92154,12/24/21,18038,79997,219, , 
92154,12/23/21,17819,79997,0, , 
92154,12/22/21,17819,79997,0, , 
92154,12/21/21,17819,79997,0, ,0.861214
92154,12/20/21,17819,79997,0, , 
92154,12/19/21,17819,79997,0, , 
92154,12/18/21,17819,79997,0, , 
92154,12/17/21,17819,79997,0, , 
92154,12/16/21,17819,79997,401, , 
92154,12/15/21,17418,79997,0, , 
92154,12/14/21,17418,79997,0, ,0.850403
92154,12/13/21,17418,79997,0, , 
92154,12/12/21,17418,79997,0, , 
92154,12/11/21,17418,79997,0, , 
92154,12/10/21,17418,79997,0, , 
92154,12/9/21,17418,79997,0, , 
92154,12/8/21,17418,79997,0, , 
92154,12/7/21,17418,79997,0, ,0.835602
92154,12/6/21,17418,79997,0, , 
92154,12/5/21,17418,79997,0, , 
92154,12/4/21,17418,79997,0, , 
92154,12/3/21,17418,79997,0, , 
92154,12/2/21,17418,79997,0, , 
92154,12/1/21,17418,79997,152, , 
92154,11/30/21,17266,79997,0, ,0.82198
92154,11/29/21,17266,79997,0, , 
92154,11/28/21,17266,79997,0, , 
92154,11/27/21,17266,79997,0, , 
92154,11/26/21,17266,79997,0, , 
92154,11/25/21,17266,79997,0, , 
92154,11/24/21,17266,79997,-367, , 
92154,11/23/21,17633,79997,0, ,0.81599
92154,11/22/21,17633,79997,0, , 
92154,11/21/21,17633,79997,0, , 
92154,11/20/21,17633,79997,0, , 
92154,11/19/21,17633,79997,655, , 
92154,11/18/21,16978,79997,0, , 
92154,11/17/21,16978,79997,0, , 
92154,11/16/21,16978,79997,0, ,0.810877
92154,11/15/21,16978,79997,0, , 
92154,11/14/21,16978,79997,0, , 
92154,11/13/21,16978,79997,0, , 
92154,11/12/21,16978,79997,0, , 
92154,11/11/21,16978,79997,0, , 
92154,11/10/21,16978,79997,151, , 
92154,11/9/21,16827,79997,0, ,0.80492
92154,11/8/21,16827,79997,0, , 
92154,11/7/21,16827,79997,0, , 
92154,11/6/21,16827,79997,0, , 
92154,11/5/21,16827,79997,0, , 
